suhu_mesin,arus_R,arus_S,arus_T,tegangan_RS,tegangan_ST,tegangan_TR,suhu_lingkungan,kelembaban,kode_mpu6050,label_kondisi,label_maintenance_hari
28.12,2.565,3.053,4.792,379.39,382.72,376.52,27.95,65.83,0,0,169
24.9,2.978,3.427,3.808,384.24,384.18,379.15,28.63,70.68,0,0,164
51.48,8.878,7.5,8.07,391.08,391.72,385.31,26.48,69.83,2,2,40
27.68,3.852,3.215,2.595,375.96,380.03,381.13,26.88,65.24,0,0,143
30.78,2.189,4.502,4.354,380.97,377.73,380.97,29.1,53.78,0,0,163
28.24,3.978,3.205,4.727,381.32,382.52,381.29,27.98,58.31,0,0,159
25.72,3.605,3.046,2.396,379.13,376.71,382.74,29.65,56.96,0,0,156
46.17,7.012,7.859,7.816,393.78,383.36,372.63,28.23,56.81,2,2,31
34.94,5.622,6.968,6.664,392.62,373.02,379.66,29.22,52.8,1,1,65
29.08,4.837,3.329,3.798,383.64,381.51,379.92,28.5,77.8,0,0,172
26.74,3.126,2.725,3.665,382.51,383.41,378.98,26.09,75.4,0,0,125
29.31,2.799,4.698,4.782,384.85,381.81,379.55,27.46,52.96,0,0,131
27.48,4.272,2.671,2.167,379.08,380.79,377.01,29.16,70.7,0,0,146
29.87,4.096,4.112,3.478,377.89,379.96,381.73,28.26,74.98,0,0,165
25.41,3.206,4.151,4.63,381.24,378.85,378.59,29.27,73.25,0,0,146
27.8,3.521,4.062,3.9,377.85,377.9,378.06,26.99,65.66,0,0,177
31.65,6.327,5.762,6.439,373.74,375.11,377.89,28.04,76.8,1,1,65
38.93,6.632,6.87,6.682,380.27,386.11,388.03,26.62,65.36,1,1,115
27.29,3.647,3.615,3.695,380.48,380.6,379.93,26.26,60.22,0,0,146
27.94,4.642,3.192,2.806,383.18,382.62,378.13,28.86,53.0,0,0,120
28.81,6.61,5.74,6.297,375.62,383.4,381.35,28.89,63.87,1,1,77
27.5,4.714,3.022,3.131,380.72,380.13,381.8,29.4,55.23,0,0,176
41.69,8.18,8.391,7.688,386.92,383.49,356.78,27.45,79.95,2,2,45
36.72,6.302,6.713,5.225,381.99,384.23,378.29,29.05,65.4,1,1,60
26.44,3.758,2.539,4.205,379.73,379.79,383.59,28.4,58.55,0,0,143
32.91,4.417,4.374,3.744,381.08,378.74,381.15,30.85,69.62,0,0,166
34.07,6.845,5.113,5.059,383.99,387.48,382.74,29.04,66.47,1,1,109
29.17,3.134,2.024,2.028,378.18,378.21,373.94,26.8,75.25,0,0,167
33.83,5.022,5.624,5.025,378.58,377.16,380.64,27.41,54.72,1,1,71
60.81,9.221,9.936,9.142,391.74,357.29,389.46,28.52,61.26,3,3,12
31.15,6.968,5.061,6.997,384.88,390.28,379.56,27.83,60.63,1,1,98
28.77,4.089,2.494,2.446,376.82,375.57,378.3,28.04,66.88,0,0,133
34.49,5.269,5.302,6.585,378.32,383.0,370.12,27.15,61.41,1,1,69
28.55,3.025,4.051,2.059,381.68,379.81,383.46,28.88,71.65,0,0,123
26.52,2.847,4.506,2.951,378.78,380.73,378.98,27.08,74.46,0,0,162
52.21,9.224,9.582,10.228,375.32,380.34,345.84,26.94,69.41,3,3,21
27.25,3.393,3.486,3.283,383.45,380.24,381.51,28.1,78.5,0,0,156
70.47,11.062,11.959,11.142,367.54,402.72,366.24,27.87,71.61,4,4,5
48.18,10.059,9.791,9.645,389.16,382.3,371.82,28.22,76.72,3,3,19
27.72,4.534,3.255,3.323,381.18,382.52,381.23,27.32,73.6,0,0,158
26.59,2.478,2.132,3.182,377.41,375.58,377.99,29.26,69.12,0,0,169
29.59,2.321,3.514,4.091,380.94,382.37,380.62,26.48,69.84,0,0,127
28.74,4.13,2.032,3.318,379.93,382.45,381.52,27.61,51.85,0,0,174
27.79,3.012,4.154,4.228,378.95,380.73,376.56,27.29,65.32,0,0,160
34.61,5.91,6.534,6.32,372.54,378.54,384.71,29.03,61.26,1,1,82
24.77,2.726,3.196,2.058,379.94,378.78,381.01,25.76,74.83,0,0,153
27.77,2.068,2.732,2.458,379.79,382.28,377.69,25.81,79.48,0,0,146
46.69,8.877,8.445,7.381,388.08,372.45,378.98,27.8,66.88,2,2,45
29.1,4.409,3.281,2.701,380.95,381.73,381.01,27.75,55.97,0,0,129
43.5,7.967,8.002,7.643,379.51,376.79,370.46,29.19,79.62,2,2,50
27.55,2.954,3.596,3.534,379.94,381.23,380.95,28.23,78.35,0,0,166
28.8,4.452,3.681,2.765,377.71,382.15,378.29,29.6,61.78,0,0,164
29.64,6.155,6.03,6.371,375.28,389.33,374.56,27.77,52.06,1,1,103
28.79,6.017,5.048,5.626,380.45,381.09,386.49,25.63,57.69,1,1,85
49.9,9.02,9.55,9.219,360.81,396.95,369.33,28.65,56.93,3,3,25
35.66,6.618,6.561,5.43,388.36,384.47,383.21,25.95,66.65,1,1,73
42.27,7.376,8.719,7.516,378.91,364.54,365.0,27.99,52.21,2,2,33
29.83,2.398,3.556,4.337,381.08,378.58,378.99,27.5,55.58,0,0,179
28.81,2.377,2.415,4.244,382.99,379.68,381.24,29.46,65.3,0,0,142
39.45,8.536,7.85,7.915,396.17,392.77,380.68,29.33,69.27,2,2,39
40.29,8.862,8.683,8.295,391.57,373.44,382.65,28.04,57.28,2,2,48
73.77,11.147,11.971,11.947,383.34,373.82,388.33,27.29,55.27,4,4,5
29.77,3.264,4.382,3.395,380.33,380.03,383.27,26.57,77.18,0,0,136
27.88,2.157,2.287,3.977,378.92,379.45,380.17,27.66,57.94,0,0,120
45.05,8.028,8.146,8.852,369.45,397.99,376.53,27.72,59.16,2,2,43
25.36,2.769,3.781,2.047,378.72,381.65,377.55,28.81,78.71,0,0,137
51.38,10.394,10.192,9.921,358.89,360.53,399.71,28.71,55.95,3,3,28
50.87,7.951,8.073,8.542,379.7,370.23,397.38,28.73,77.49,2,2,36
30.31,2.15,2.466,4.368,378.3,379.37,382.43,27.66,73.7,0,0,131
51.86,8.677,8.899,8.739,382.0,359.04,377.87,28.19,65.65,2,2,52
44.23,8.867,8.612,8.386,374.51,371.65,362.77,28.12,67.97,2,2,51
30.13,3.664,3.269,3.697,378.36,381.15,379.64,27.14,58.37,0,0,159
62.1,9.361,10.105,9.431,389.46,391.5,358.53,28.37,51.25,3,3,15
27.91,2.446,3.675,4.752,379.56,382.17,379.32,29.14,61.1,0,0,173
52.43,7.037,7.255,8.508,368.16,379.04,387.45,27.76,58.33,2,2,45
28.42,3.842,3.596,2.276,381.97,378.7,379.35,27.28,74.72,0,0,149
56.04,10.354,9.398,9.159,377.74,367.25,417.93,26.91,61.61,3,3,25
26.97,3.048,4.225,4.27,378.98,377.69,381.45,28.67,75.72,0,0,164
29.07,2.001,3.087,4.213,377.6,380.74,377.9,26.74,79.28,0,0,129
48.4,9.971,10.66,10.901,376.42,358.76,399.52,27.29,78.6,3,3,26
30.87,3.825,2.66,3.438,377.63,382.36,380.31,27.23,64.13,0,0,136
27.72,4.573,4.693,4.84,380.32,377.32,379.03,27.25,77.43,0,0,174
72.83,11.751,11.933,11.317,375.78,394.08,399.33,29.61,50.96,4,4,3
63.91,11.56,11.429,11.966,425.66,416.2,395.12,28.3,70.17,4,4,4
37.3,5.011,6.97,6.756,381.5,383.71,383.8,27.7,73.1,1,1,92
35.17,6.986,5.023,5.599,385.55,377.17,391.36,27.83,77.11,1,1,105
30.04,3.23,3.575,3.431,382.99,379.43,376.06,28.29,71.83,0,0,144
28.4,4.108,3.358,2.73,378.12,380.71,381.11,28.51,59.11,0,0,154
29.73,4.949,2.822,2.608,378.67,379.83,380.12,28.32,60.44,0,0,144
37.82,5.832,5.034,6.236,383.86,373.32,385.35,29.03,74.84,1,1,91
43.48,7.766,8.178,8.442,373.45,374.89,380.8,28.32,62.24,2,2,42
44.64,7.682,8.083,8.35,365.23,373.86,401.81,27.09,55.15,2,2,42
44.93,7.205,8.225,7.188,384.59,377.05,376.38,28.19,54.36,2,2,42
26.69,2.602,2.323,3.32,383.9,379.92,377.88,28.33,67.01,0,0,176
26.75,3.66,2.096,3.408,379.66,381.43,382.56,28.57,76.65,0,0,179
28.21,3.441,2.532,3.432,380.29,373.15,376.32,26.56,56.95,0,0,147
27.34,4.704,4.502,3.661,378.97,384.68,381.51,27.8,62.55,0,0,168
27.96,3.373,3.557,2.42,375.68,376.75,380.17,28.13,70.69,0,0,134
60.62,9.939,9.879,9.893,395.27,344.76,386.92,27.71,64.84,3,3,13
27.7,3.891,2.904,2.056,379.63,379.48,380.74,26.82,71.5,0,0,162
29.16,3.794,2.635,4.553,381.02,379.84,381.73,29.33,50.85,0,0,166
28.34,2.994,2.356,3.711,380.12,380.21,380.3,26.73,71.16,0,0,157
45.04,7.583,7.566,7.477,375.36,402.49,390.05,29.61,57.85,2,2,30
28.78,6.721,5.948,6.599,380.77,387.2,382.12,27.72,60.95,1,1,77
27.93,2.821,3.518,3.009,380.16,383.56,380.75,27.44,79.52,0,0,146
28.99,2.035,3.764,3.504,379.71,382.31,382.33,28.39,52.65,0,0,152
35.59,6.909,6.843,5.108,385.61,377.5,386.62,28.53,52.66,1,1,117
27.94,3.871,4.491,3.081,381.64,376.15,377.04,29.63,70.02,0,0,134
43.85,8.983,8.426,7.328,381.19,383.23,381.73,27.52,59.5,2,2,40
34.45,6.957,6.748,5.718,390.12,384.4,375.27,26.97,58.93,1,1,77
30.73,4.738,2.578,3.168,379.78,381.33,378.38,28.11,55.72,0,0,152
25.57,4.867,2.086,2.599,380.69,379.01,377.04,28.47,58.7,0,0,151
60.87,11.613,11.354,11.334,362.1,403.55,417.6,27.39,54.26,4,4,1
28.83,3.304,3.464,4.782,380.56,376.46,385.99,27.35,72.95,0,0,123
26.65,3.411,2.952,3.868,382.41,381.37,380.96,27.32,76.63,0,0,149
43.12,8.203,8.213,7.73,391.21,380.07,389.21,28.25,68.99,2,2,44
49.91,9.106,9.486,10.591,368.11,408.69,375.89,28.25,76.05,3,3,27
80.49,11.545,11.051,11.746,394.93,435.16,381.99,28.09,61.98,4,4,1
46.51,8.29,7.791,8.636,374.52,380.81,382.38,27.79,73.56,2,2,36
26.82,4.814,4.477,4.093,378.04,379.69,378.43,26.25,64.39,0,0,146
28.42,4.237,2.616,2.879,382.5,378.44,379.26,29.04,54.58,0,0,123
45.92,7.944,8.816,7.726,373.26,380.06,361.52,28.27,77.93,2,2,40
34.11,6.247,5.687,5.308,375.5,375.68,382.82,28.14,79.81,1,1,74
27.74,2.755,3.111,2.061,382.68,381.43,386.8,29.92,78.26,0,0,133
55.99,9.358,9.207,9.104,410.14,364.35,387.2,28.89,63.85,3,3,25
27.6,3.496,4.876,4.204,381.25,378.31,381.69,28.17,59.66,0,0,174
28.88,2.739,2.027,2.706,380.62,377.99,380.22,26.74,63.88,0,0,164
29.98,2.646,2.198,3.595,380.92,381.24,380.71,27.0,53.65,0,0,172
29.42,3.668,2.981,3.327,379.82,384.42,381.61,30.19,56.72,0,0,147
28.21,4.976,2.269,2.38,381.24,380.43,380.39,28.69,51.29,0,0,131
28.61,3.722,4.56,3.194,381.94,378.7,380.2,28.5,53.14,0,0,179
30.17,4.302,4.716,3.228,381.37,378.35,379.01,29.44,67.5,0,0,165
29.39,6.5,6.02,5.21,377.86,384.04,383.94,28.46,61.76,1,1,74
31.74,5.687,5.92,5.384,375.84,376.3,375.55,28.15,62.3,1,1,102
34.49,6.982,5.945,6.108,370.05,381.66,378.12,28.32,66.89,1,1,65
78.67,11.496,11.018,11.335,409.08,393.96,355.51,26.61,56.25,4,4,2
27.82,3.984,4.734,3.211,381.18,377.68,380.75,28.56,69.99,0,0,167
27.55,4.791,3.782,4.403,380.97,377.36,379.06,27.82,60.73,0,0,171
44.18,7.581,8.23,8.806,381.02,383.06,380.93,29.24,65.74,2,2,41
30.45,2.66,3.105,3.092,380.74,379.87,381.1,28.95,55.04,0,0,146
73.9,11.42,11.485,11.256,334.0,386.27,372.3,29.94,79.78,4,4,1
28.66,4.481,4.533,3.707,380.36,381.25,379.66,26.26,71.92,0,0,171
71.58,11.833,11.715,11.73,426.17,382.72,426.25,27.06,57.36,4,4,2
27.13,4.727,2.645,2.614,380.59,380.9,380.65,28.6,67.93,0,0,139
55.45,9.03,9.706,9.286,359.9,371.76,373.0,28.85,51.16,3,3,28
27.5,4.433,4.636,2.214,379.1,379.65,379.81,27.5,71.84,0,0,124
74.75,11.094,11.659,11.317,365.43,390.01,373.71,28.39,55.86,4,4,1
26.35,3.527,4.663,4.081,381.46,376.76,377.32,28.39,66.58,0,0,159
35.06,5.05,6.208,5.291,382.06,381.73,387.51,27.91,56.74,1,1,111
67.67,11.777,11.229,11.527,369.38,435.36,346.31,27.62,65.46,4,4,4
28.58,2.784,4.168,2.964,378.09,381.99,379.98,26.17,71.3,0,0,140
34.66,6.41,5.454,6.591,377.22,385.98,388.93,28.0,73.14,1,1,116
35.16,5.004,6.777,5.54,385.25,382.88,378.96,26.78,78.77,1,1,105
29.28,4.12,4.167,2.255,380.01,378.15,382.58,29.03,53.92,0,0,128
33.44,5.347,5.682,5.817,386.12,376.49,378.65,27.27,65.77,1,1,65
35.37,6.316,5.128,5.332,382.93,381.84,370.68,29.27,53.54,1,1,111
58.55,10.666,10.411,10.155,384.98,389.69,375.19,26.64,54.04,3,3,8
26.65,4.45,3.966,3.522,379.58,377.88,378.95,26.45,53.65,0,0,157
28.21,3.09,2.766,3.52,380.15,380.94,380.61,28.79,51.15,0,0,171
76.46,11.523,11.55,11.097,369.38,389.78,359.69,25.65,68.78,4,4,2
55.09,10.587,9.561,10.114,369.19,386.17,386.16,29.21,63.81,3,3,8
28.51,3.297,4.45,2.589,378.49,381.15,377.68,27.4,68.67,0,0,175
34.46,6.17,5.562,6.82,377.63,370.78,375.36,28.1,52.44,1,1,63
30.62,3.215,2.632,3.779,375.98,381.44,382.54,27.56,68.37,0,0,152
29.57,2.459,2.199,2.648,379.23,378.48,385.17,28.42,73.77,0,0,142
25.13,2.481,3.943,4.788,379.9,379.34,379.29,26.87,76.7,0,0,132
28.86,4.577,2.23,2.319,384.93,379.78,381.9,27.01,70.36,0,0,149
34.97,5.829,5.213,6.846,378.6,377.0,383.39,27.66,56.27,1,1,95
29.44,4.325,3.299,2.576,383.03,382.29,377.78,26.83,78.48,0,0,168
67.6,11.906,11.982,11.35,406.31,388.14,338.44,27.72,71.07,4,4,4
75.26,11.557,11.853,11.315,335.33,452.29,399.85,27.7,77.39,4,4,2
35.79,5.281,5.779,5.823,377.59,378.27,383.63,29.78,67.77,1,1,73
28.96,4.636,3.071,2.9,382.29,382.55,382.11,28.35,67.89,0,0,155
28.75,4.259,3.554,4.672,381.32,381.56,380.33,26.31,51.57,0,0,136
48.32,8.897,8.283,8.754,368.79,393.8,400.37,28.15,61.86,2,2,47
38.39,6.044,5.387,6.784,379.47,380.72,378.06,25.08,66.99,1,1,108
26.28,2.448,3.407,4.493,381.7,381.3,380.28,28.57,77.72,0,0,163
56.96,10.391,10.849,10.425,401.7,401.22,366.89,29.56,55.05,3,3,18
44.78,8.535,8.499,8.079,368.4,401.87,364.54,27.51,71.53,2,2,31
53.45,10.722,10.626,9.067,382.88,381.77,348.51,28.41,61.05,3,3,23
34.3,5.091,5.6,6.062,372.15,376.82,381.04,27.76,54.68,1,1,103
35.96,5.762,5.88,5.94,365.44,378.25,381.2,28.42,73.84,1,1,82
28.21,2.12,2.997,3.412,382.28,377.88,381.09,28.77,58.18,0,0,123
56.67,9.724,10.468,9.208,387.05,382.45,401.93,28.05,64.0,3,3,16
48.81,8.721,8.906,7.847,384.27,375.57,386.59,27.85,63.18,2,2,42
26.82,3.113,3.903,2.054,381.31,381.55,381.03,28.02,62.32,0,0,120
29.4,4.598,4.227,4.847,379.68,381.18,376.74,27.65,70.65,0,0,145
27.45,3.04,4.587,4.563,384.05,380.13,379.45,26.47,68.64,0,0,163
43.44,7.357,8.514,7.095,388.74,381.73,379.99,27.69,66.02,2,2,35
65.67,11.843,11.718,11.944,379.26,389.0,383.96,26.58,58.21,4,4,4
26.76,2.524,2.976,2.598,382.01,383.89,376.91,26.96,52.72,0,0,138
31.31,6.28,6.215,5.307,384.74,382.58,373.77,28.29,72.19,1,1,60
26.04,4.351,2.906,3.537,382.31,380.87,379.95,27.82,56.85,0,0,175
69.65,11.142,11.71,11.661,372.82,369.48,340.99,28.72,58.58,4,4,5
44.52,7.854,7.204,7.987,369.21,389.26,388.22,27.51,58.01,2,2,35
50.57,8.219,7.221,8.255,377.18,380.45,366.34,29.98,50.58,2,2,40
28.76,3.506,3.765,3.03,377.73,381.41,380.26,27.95,60.83,0,0,146
28.26,4.154,4.691,4.705,382.3,380.68,379.74,29.08,61.99,0,0,120
27.34,2.102,4.463,3.638,377.58,378.43,377.34,28.43,56.13,0,0,132
27.83,2.45,2.27,3.69,380.43,377.86,378.04,28.8,52.07,0,0,134
41.94,7.295,8.388,8.785,367.47,386.04,381.42,27.45,63.21,2,2,47
47.79,7.636,8.108,8.461,396.46,369.12,378.76,26.24,53.49,2,2,38
64.82,11.039,11.725,11.645,355.42,353.83,415.18,27.88,63.95,4,4,5
72.47,11.455,11.356,11.947,413.82,415.38,426.05,28.92,54.45,4,4,5
39.21,6.532,5.137,6.653,384.39,374.47,378.89,28.59,66.97,1,1,87
41.25,8.718,7.807,7.797,374.54,376.02,368.75,27.97,53.46,2,2,41
62.13,9.876,10.685,10.193,367.61,388.84,378.6,28.45,50.57,3,3,14
46.25,8.936,7.64,7.074,375.86,386.06,372.61,27.44,79.44,2,2,32
30.41,3.048,4.765,4.799,381.47,378.73,381.62,27.87,55.72,0,0,168
28.53,4.605,3.15,2.94,381.3,379.65,379.91,27.85,51.33,0,0,177
25.28,4.453,4.97,3.221,382.33,383.18,378.63,28.8,71.99,0,0,134
68.12,11.883,11.971,11.425,337.76,389.54,405.6,25.48,53.59,4,4,1
35.45,5.833,5.146,5.198,371.5,376.33,379.03,28.67,58.73,1,1,117
29.33,2.77,3.339,4.084,378.42,380.34,378.49,26.97,63.47,0,0,123
39.37,5.66,6.616,5.261,380.53,381.83,379.09,28.96,76.7,1,1,107
32.93,6.09,5.448,5.888,384.84,386.39,379.7,29.49,61.8,1,1,104
27.28,4.479,2.802,2.833,374.72,381.71,377.42,29.41,59.21,0,0,147
27.72,3.881,3.009,4.016,379.77,377.94,381.34,29.17,54.63,0,0,167
33.95,6.646,6.081,5.446,380.79,379.85,381.87,29.41,68.1,1,1,76
29.63,3.73,2.497,3.208,375.82,377.87,376.63,28.08,70.68,0,0,164
45.63,8.936,8.598,7.273,382.77,379.09,369.96,27.97,79.98,2,2,51
29.05,4.029,3.023,3.631,379.3,379.09,378.07,27.81,61.91,0,0,158
47.4,7.348,7.756,8.608,395.99,372.59,394.1,28.03,67.11,2,2,47
33.68,6.677,6.111,6.38,381.45,385.31,378.38,28.67,72.31,1,1,63
41.22,5.678,5.904,5.204,379.65,376.09,384.38,26.46,78.35,1,1,64
58.03,9.361,10.448,10.624,380.97,394.38,404.08,27.33,64.71,3,3,21
26.28,2.951,3.007,3.012,382.07,376.56,380.21,27.92,58.28,0,0,165
26.73,2.86,4.344,2.455,379.77,381.32,380.46,27.96,65.05,0,0,171
25.09,2.07,3.066,4.22,376.73,380.13,381.73,27.61,70.36,0,0,146
48.76,7.672,7.589,8.746,379.36,380.73,394.4,26.95,77.68,2,2,46
37.6,5.258,5.637,5.11,383.15,381.63,382.82,28.17,51.0,1,1,90
37.42,5.478,5.413,6.94,378.86,379.14,379.67,26.93,74.57,1,1,109
29.55,2.21,4.374,3.806,377.35,384.64,379.43,26.24,62.55,0,0,147
28.93,2.959,3.143,3.841,380.69,379.31,384.66,28.11,65.14,0,0,136
27.8,4.657,4.66,2.073,381.05,375.34,377.65,28.98,60.78,0,0,176
26.89,2.525,4.669,3.826,380.28,377.1,378.15,28.97,77.41,0,0,163
35.29,5.432,5.087,5.611,381.18,380.51,381.62,28.5,77.16,1,1,116
29.41,3.602,2.655,2.493,376.94,380.03,376.8,28.85,53.55,0,0,139
27.11,4.268,2.294,3.341,378.48,381.09,381.41,27.59,57.83,0,0,139
52.8,10.854,10.803,9.18,349.46,379.8,363.4,29.95,59.98,3,3,28
29.04,3.146,3.783,2.209,378.44,378.74,380.05,27.66,62.27,0,0,153
27.35,2.228,4.086,2.758,377.37,378.54,379.27,30.77,67.08,0,0,147
43.99,7.821,7.385,8.49,370.67,386.73,377.53,26.07,74.16,2,2,50
28.91,4.5,4.787,3.376,379.27,380.97,382.85,28.09,75.74,0,0,157
31.98,6.474,5.431,5.799,386.9,380.18,389.71,28.09,74.5,1,1,113
46.38,7.895,8.324,8.413,389.13,394.33,380.69,27.24,79.6,2,2,39
51.45,9.612,9.255,10.091,386.32,392.7,388.02,26.23,71.13,3,3,26
27.21,4.196,4.218,3.979,380.55,379.18,377.09,27.87,76.16,0,0,168
48.31,9.45,9.954,9.265,362.25,374.23,359.71,26.54,67.34,3,3,10
26.15,4.146,4.107,4.901,380.2,382.07,378.39,27.51,65.47,0,0,163
27.05,3.709,2.665,4.27,381.01,379.54,378.43,29.93,55.65,0,0,142
27.53,2.727,2.73,4.632,380.52,381.18,378.76,28.59,69.02,0,0,161
71.92,11.844,11.261,11.098,351.76,430.12,403.27,25.44,77.09,4,4,3
27.14,4.921,2.864,4.668,381.93,380.65,380.96,27.57,66.93,0,0,134
30.01,4.379,2.819,3.879,381.08,381.7,385.14,27.38,53.91,0,0,175
39.27,6.974,5.796,5.664,387.07,385.61,382.14,27.32,53.59,1,1,103
27.36,4.1,2.018,3.414,384.01,378.39,376.63,29.12,53.72,0,0,154
24.82,2.887,2.201,4.687,379.98,378.55,380.73,28.34,52.88,0,0,143
31.12,3.206,4.872,4.987,378.23,381.5,379.62,27.11,68.1,0,0,148
28.96,4.469,2.693,2.295,379.05,379.94,379.2,29.69,74.47,0,0,143
28.19,4.058,3.32,3.138,380.21,383.11,381.26,28.33,52.73,0,0,145
27.46,4.579,4.774,4.479,378.97,377.55,378.21,27.55,52.64,0,0,163
37.75,6.41,5.72,5.091,379.63,379.65,384.4,28.2,63.59,1,1,80
29.29,2.285,2.962,3.161,378.34,377.87,380.76,27.62,70.86,0,0,163
27.88,4.423,3.991,2.454,380.33,378.18,377.22,26.07,58.27,0,0,142
57.6,10.894,9.201,9.311,370.79,374.28,391.1,29.11,52.4,3,3,28
26.03,2.727,4.321,3.586,379.75,381.49,379.7,29.07,53.46,0,0,170
36.31,5.527,5.411,5.528,378.39,386.08,374.94,27.32,72.47,1,1,75
27.86,3.696,3.344,2.928,375.75,380.06,380.54,29.59,51.46,0,0,146
29.43,4.257,2.627,2.59,378.62,378.76,384.23,29.72,52.87,0,0,162
27.47,3.188,4.95,4.425,379.0,378.47,382.35,26.67,71.8,0,0,129
24.18,3.213,2.679,2.052,380.52,377.21,380.73,29.85,77.92,0,0,154
29.49,3.285,2.994,4.932,379.19,381.66,375.22,26.98,57.38,0,0,170
29.24,4.172,3.986,3.324,379.91,379.76,380.09,27.49,56.33,0,0,136
28.22,2.223,2.867,3.882,384.0,382.36,376.58,28.37,73.18,0,0,125
29.75,4.587,3.036,3.02,378.3,378.34,379.35,28.82,72.77,0,0,137
27.3,2.891,3.28,2.558,380.66,378.85,381.57,27.43,57.09,0,0,176
29.85,3.274,4.512,4.633,378.49,381.78,378.9,27.82,79.67,0,0,152
28.51,4.011,3.391,3.84,378.12,378.11,382.44,27.29,74.14,0,0,129
26.76,3.762,3.357,4.324,380.48,379.54,377.13,27.62,62.89,0,0,144
33.32,5.975,5.276,6.347,371.95,383.77,374.59,27.66,62.09,1,1,113
28.69,3.131,2.004,3.34,382.48,378.92,379.39,27.84,68.17,0,0,158
45.25,7.97,7.212,7.556,381.24,389.71,372.75,27.85,77.71,2,2,48
38.29,5.118,6.812,5.378,382.38,384.04,379.81,29.03,53.91,1,1,102
27.03,4.288,2.205,2.038,380.36,381.78,377.55,27.32,57.94,0,0,150
57.06,10.724,9.983,9.255,414.96,350.62,388.67,29.5,64.56,3,3,21
54.61,9.671,9.165,10.101,391.02,358.07,377.93,26.53,73.15,3,3,10
27.56,4.976,2.308,2.159,381.42,382.25,381.35,26.92,67.15,0,0,158
29.78,4.87,2.898,4.971,377.38,381.35,383.23,27.57,61.14,0,0,148
44.55,8.221,7.239,8.848,376.17,369.97,392.19,28.09,68.54,2,2,53
35.32,6.89,6.293,5.432,384.2,386.6,386.82,28.48,52.44,1,1,89
27.95,3.231,4.965,3.409,379.56,380.97,379.4,25.19,78.63,0,0,136
27.76,2.617,2.935,2.923,379.46,376.35,378.38,26.2,71.59,0,0,124
30.34,3.054,2.942,4.053,381.99,379.21,377.21,28.45,54.21,0,0,129
27.9,3.762,2.603,4.37,379.35,380.48,380.21,28.02,52.74,0,0,137
36.64,6.662,5.818,6.386,375.33,384.88,377.89,27.58,74.36,1,1,60
31.09,2.468,4.37,2.193,381.11,377.82,379.13,28.62,78.65,0,0,161
24.27,3.45,4.371,3.432,379.85,379.31,382.86,27.52,68.26,0,0,139
35.43,5.305,6.661,5.711,383.87,377.52,379.37,27.45,67.04,1,1,80
29.43,2.044,4.244,2.275,382.96,380.71,376.7,28.65,63.54,0,0,175
26.87,4.876,2.782,4.048,380.35,380.93,380.26,28.15,68.0,0,0,131
35.37,5.461,6.487,6.056,373.95,372.18,377.0,27.5,67.3,1,1,95
52.5,10.371,9.241,9.246,355.21,387.04,357.46,26.37,53.03,3,3,23
28.27,4.343,3.1,4.934,378.09,377.71,379.57,28.49,63.27,0,0,148
25.58,3.669,3.553,4.576,377.82,381.06,379.76,27.32,57.56,0,0,144
27.97,2.995,2.544,2.733,381.22,380.77,382.24,28.36,54.65,0,0,142
26.41,3.73,4.479,2.128,377.71,375.28,379.68,29.45,74.51,0,0,163
26.79,2.679,3.406,3.275,379.08,378.32,378.92,28.56,73.44,0,0,124
29.74,3.296,3.784,3.046,382.29,378.45,377.1,27.77,75.78,0,0,148
28.75,3.203,3.292,2.172,383.88,382.84,379.57,27.6,51.94,0,0,158
28.76,4.216,2.635,3.18,381.18,381.14,378.77,26.9,68.63,0,0,173
27.64,3.88,4.464,3.535,381.01,378.06,382.24,28.53,61.27,0,0,131
26.39,4.947,3.996,4.87,380.76,379.38,380.12,26.77,79.67,0,0,158
28.49,4.672,3.025,3.394,381.82,379.4,381.04,27.82,50.04,0,0,164
28.05,3.848,2.567,2.576,379.09,380.31,378.31,27.55,55.8,0,0,140
29.77,2.148,4.668,3.996,380.25,383.03,382.81,27.56,68.17,0,0,125
53.65,10.36,10.286,10.722,363.24,379.38,394.56,26.74,59.07,3,3,21
38.32,6.57,5.588,6.512,389.21,373.33,371.18,27.77,73.37,1,1,60
37.44,6.45,5.119,6.163,379.71,380.24,381.21,27.03,61.08,1,1,100
45.64,7.192,7.321,7.171,371.11,390.74,376.27,27.29,56.26,2,2,51
26.73,4.295,4.844,4.151,380.62,381.72,377.47,26.09,64.86,0,0,177
27.69,4.326,4.405,3.949,376.46,384.94,377.9,29.18,63.53,0,0,123
27.39,3.811,4.687,4.599,379.36,381.08,380.94,27.75,65.66,0,0,148
35.86,6.748,6.442,6.286,386.16,388.4,382.45,26.93,60.76,1,1,95
32.65,6.829,6.15,6.476,377.57,379.95,380.32,27.27,54.95,1,1,103
28.51,2.853,4.144,3.704,379.35,381.56,377.8,28.64,77.51,0,0,169
26.52,3.184,2.54,2.855,376.4,379.23,381.55,27.13,65.16,0,0,164
27.15,4.157,4.628,3.305,377.09,381.51,380.12,28.5,59.64,0,0,125
28.97,2.309,2.215,2.283,378.81,380.22,382.39,27.23,54.52,0,0,125
33.68,5.881,6.775,5.505,378.36,385.19,378.11,28.52,62.82,1,1,118
32.19,6.183,6.468,6.03,382.96,384.18,374.73,28.35,61.71,1,1,79
